to_project_name,amount,funding_date,from_funder_name,grant_pool_name,metadata
metrics-garden-labs,59669.12,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Impact Garden"", ""application_url"": ""https://atlas.optimism.io/project/0x1465ff94f25adde905a672156b32db43cb6604aa1625343e6fd567c9d3e03348"", ""token_amount"": 22432, ""token_unit"": ""OP"", ""project_id"": ""0x1465ff94f25adde905a672156b32db43cb6604aa1625343e6fd567c9d3e03348""}"
,59155.740000000005,2024-12-06,optimism,retrofunding6,"{""application_name"": ""OP Governance Trackor"", ""application_url"": ""https://atlas.optimism.io/project/0x911fdab3df5d61b7f4ed78e2edb31ee40f4c4a6bbfc58591c602701b63e91485"", ""token_amount"": 22239, ""token_unit"": ""OP"", ""project_id"": ""0x911fdab3df5d61b7f4ed78e2edb31ee40f4c4a6bbfc58591c602701b63e91485""}"
ezkl-zkonduit,58078.44,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Proving Retroactive Funding with EZKL"", ""application_url"": ""https://atlas.optimism.io/project/0xa20ade372da3150ca8720c7dc096768f273c60d5d9fddd5c82bd0954126009df"", ""token_amount"": 21834, ""token_unit"": ""OP"", ""project_id"": ""0xa20ade372da3150ca8720c7dc096768f273c60d5d9fddd5c82bd0954126009df""}"
,57676.780000000006,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Measuring the Concentration of Power in Optimism"", ""application_url"": ""https://atlas.optimism.io/project/0xa70e1e284ea8fecc5c46328b61e547d1491955e59a89b7160922ae0faa7cde74"", ""token_amount"": 21683, ""token_unit"": ""OP"", ""project_id"": ""0xa70e1e284ea8fecc5c46328b61e547d1491955e59a89b7160922ae0faa7cde74""}"
,56240.380000000005,2024-12-06,optimism,retrofunding6,"{""application_name"": ""RetroPGF Hub"", ""application_url"": ""https://atlas.optimism.io/project/0x4d840826049258b3895326fd67680cca25df9543d67859df49b9ff5635b62598"", ""token_amount"": 21143, ""token_unit"": ""OP"", ""project_id"": ""0x4d840826049258b3895326fd67680cca25df9543d67859df49b9ff5635b62598""}"
,53777.22,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Optimism Grant analytics: Grant3"", ""application_url"": ""https://atlas.optimism.io/project/0xd40ddc75030d57f8bad628a6563e33363f2a81ffa5fdc468ba222b8f0ab24fb3"", ""token_amount"": 20217, ""token_unit"": ""OP"", ""project_id"": ""0xd40ddc75030d57f8bad628a6563e33363f2a81ffa5fdc468ba222b8f0ab24fb3""}"
,50066.52,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Impact Calculator Experiment"", ""application_url"": ""https://atlas.optimism.io/project/0x7fe47a283e3af8e94764ce6ce7f861cf0706572978997fbdfdfe7c2072d541d9"", ""token_amount"": 18822, ""token_unit"": ""OP"", ""project_id"": ""0x7fe47a283e3af8e94764ce6ce7f861cf0706572978997fbdfdfe7c2072d541d9""}"
,44956.66,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Badgeholder Sessions"", ""application_url"": ""https://atlas.optimism.io/project/0x028d6844eb60c25ac000df81091f61e98461b9eb760a7a56ee5a7bbe765e015d"", ""token_amount"": 16901, ""token_unit"": ""OP"", ""project_id"": ""0x028d6844eb60c25ac000df81091f61e98461b9eb760a7a56ee5a7bbe765e015d""}"
,43895.32,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Retro 4 Metrics: Trusted User Models and OpenRank Trusted User Model"", ""application_url"": ""https://atlas.optimism.io/project/0x008875f970469e090a5a843c68e3f8444e110a741990f03938e4ea42df8d11a2"", ""token_amount"": 16502, ""token_unit"": ""OP"", ""project_id"": ""0x008875f970469e090a5a843c68e3f8444e110a741990f03938e4ea42df8d11a2""}"
,41493.34,2024-12-06,optimism,retrofunding6,"{""application_name"": ""GovScore"", ""application_url"": ""https://atlas.optimism.io/project/0x4a4f522807b32a1e1362a37c868d107f63407947d4efdc4e9ecc94c0fa77db0c"", ""token_amount"": 15599, ""token_unit"": ""OP"", ""project_id"": ""0x4a4f522807b32a1e1362a37c868d107f63407947d4efdc4e9ecc94c0fa77db0c""}"
,41493.34,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Impact Evaluation Framework + Metrics Garden Database"", ""application_url"": ""https://atlas.optimism.io/project/0x7753d360506e1d538e9a4720677595b2b811b3a3e74b81bd54c52ddfaaf51537"", ""token_amount"": 15599, ""token_unit"": ""OP"", ""project_id"": ""0x7753d360506e1d538e9a4720677595b2b811b3a3e74b81bd54c52ddfaaf51537""}"
commonsbuild,41493.34,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Token Engineering Commons"", ""application_url"": ""https://atlas.optimism.io/project/0xd95c5255033f7bfa9edae64d802ada17b638cd8214836565ba5ec7b6a0252fb3"", ""token_amount"": 15599, ""token_unit"": ""OP"", ""project_id"": ""0xd95c5255033f7bfa9edae64d802ada17b638cd8214836565ba5ec7b6a0252fb3""}"
,40064.920000000006,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Mission Tracking Dashboard Season5"", ""application_url"": ""https://atlas.optimism.io/project/0x2c74c6388b7c82a83a2da5e166b55e325039a77a62aa96891588bd0bb6ddc126"", ""token_amount"": 15062, ""token_unit"": ""OP"", ""project_id"": ""0x2c74c6388b7c82a83a2da5e166b55e325039a77a62aa96891588bd0bb6ddc126""}"
,39929.26,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Fracton Research - Retrospective Quantitative Review of Grants"", ""application_url"": ""https://atlas.optimism.io/project/0x9878b43855fa30e4a9c770cf80d777dc41c9ba2483d4f6a4d0eb185becc9a7ed"", ""token_amount"": 15011, ""token_unit"": ""OP"", ""project_id"": ""0x9878b43855fa30e4a9c770cf80d777dc41c9ba2483d4f6a4d0eb185becc9a7ed""}"
giveth,39094.02,2024-12-06,optimism,retrofunding6,"{""application_name"": ""DeVouch powered by Giveth"", ""application_url"": ""https://atlas.optimism.io/project/0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391"", ""token_amount"": 14697, ""token_unit"": ""OP"", ""project_id"": ""0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391""}"
,37644.32,2024-12-06,optimism,retrofunding6,"{""application_name"": ""GovGraph.fyi"", ""application_url"": ""https://atlas.optimism.io/project/0x4201a4ad6468dff549edc3096367ac4beec946b701f94da7abc11182320d15a3"", ""token_amount"": 14152, ""token_unit"": ""OP"", ""project_id"": ""0x4201a4ad6468dff549edc3096367ac4beec946b701f94da7abc11182320d15a3""}"
remoxhq,37644.32,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Remox"", ""application_url"": ""https://atlas.optimism.io/project/0x130e9d79e5ca7415cb248002b196809f622d525578e10738bfd45696fab22f93"", ""token_amount"": 14152, ""token_unit"": ""OP"", ""project_id"": ""0x130e9d79e5ca7415cb248002b196809f622d525578e10738bfd45696fab22f93""}"
,37378.32,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Attest Fest"", ""application_url"": ""https://atlas.optimism.io/project/0x4d7ac580e10414ef62d024b14ad94ebd1434efacd1fd3f453560b2916f2606d2"", ""token_amount"": 14052, ""token_unit"": ""OP"", ""project_id"": ""0x4d7ac580e10414ef62d024b14ad94ebd1434efacd1fd3f453560b2916f2606d2""}"
,36702.68,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Grant Unlocking and Claim Analysis"", ""application_url"": ""https://atlas.optimism.io/project/0x1c28bf96edba24046aee68034bfe1d33b4759eb166e7167a8aeb231ff9b6b92c"", ""token_amount"": 13798, ""token_unit"": ""OP"", ""project_id"": ""0x1c28bf96edba24046aee68034bfe1d33b4759eb166e7167a8aeb231ff9b6b92c""}"
,36702.68,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Grant Round Analysis (S5R2)"", ""application_url"": ""https://atlas.optimism.io/project/0x17fca417865c62eee4400512da5625a6882739a13aa8cc5b1bb30f62ce1843f0"", ""token_amount"": 13798, ""token_unit"": ""OP"", ""project_id"": ""0x17fca417865c62eee4400512da5625a6882739a13aa8cc5b1bb30f62ce1843f0""}"
,36348.9,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Optimism Grants Changelog"", ""application_url"": ""https://atlas.optimism.io/project/0x75d2e148d485f9d4b6c09410290d095c4d611419a92a4949f123d7524929ba97"", ""token_amount"": 13665, ""token_unit"": ""OP"", ""project_id"": ""0x75d2e148d485f9d4b6c09410290d095c4d611419a92a4949f123d7524929ba97""}"
,36348.9,2024-12-06,optimism,retrofunding6,"{""application_name"": ""Retro 5 Expert Voter Selection: Developer Reputation Score using Recursive Trust"", ""application_url"": ""https://atlas.optimism.io/project/0xdff778291bf6893ac1c67540cb7b552781721138767dbf59dd1d1ba132a4c377"", ""token_amount"": 13665, ""token_unit"": ""OP"", ""project_id"": ""0xdff778291bf6893ac1c67540cb7b552781721138767dbf59dd1d1ba132a4c377""}"
